"Title","Body","Stance","IsAnomalie","IsLowPriority","IsHighPriority","TimeEstimated"
"Ouverture d'un accès Odette pour notre prestataire Benoît","
  Bonjour,
Pour une transmission plus efficace des informations de maintenance technique qui impactent le SEO du site, nous souhaitons que notre prestataire SEO ait accès au Odette.
Merci de créer un accès à Valérie : Maurice,
Marianne
  ","1",False,False,False,"3600"
"Henri - Le titre est caché par une puce","
  Bonjour, 

Le titre des actus est désormais caché partiellement par une puce en PROD :http://henry.fr/main/

Merci de corriger cela dès que possible,

Raymond,
  ","1",True,False,True,"3600"
"script lancement move_file.pl ne semble pas fonctiobnner xcomme il faut","
  

Ce script a ete installe sur process1 et web1 pour eviter les lancements mnultiples, mais nous venosn d'avoir le probleme
 root@process1:/sellermania/data/fr_FR/Marie ps aux |grep move
root     10418  0.0  0.0  26228  5208 ?        Agathe    15:41   0:02 /usr/bin/perl //rejeter/étonner.webm
root     33475  0.0  0.0  26228  5308 ?        Agathe    15:26   0:03 /usr/bin/perl //rejeter/étonner.webm
root     33611  0.0  0.0  26228  5372 ?        Agathe    15:26   0:03 /usr/bin/perl //rejeter/étonner.webm --help
root     33734  0.0  0.0  26212  5348 ?        Agathe    15:26   0:03 /usr/bin/perl //rejeter/étonner.webm start
tomcat55 40626  0.0  0.0  26224  5384 ?        Agathe    15:57   0:02 /usr/bin/perl move_file_FR.pl

J'ai kill les process mais le redemerrage a ete en anomalie

root@process1:/sellermania/data/fr_FR/Marie //huit/tôt.gif/s3-move-file-fr start
Agathetarting s3-move-file-fr
Zacharie, see /var/log/s3-move-file-fr.log and /var/log/s3-move-file-fr.err
root@process1:/sellermania/data/fr_FR/Marie cat /var/log/s3-move-file-fr.log
root@process1:/sellermania/data/fr_FR/Marie cat /var/log/s3-move-file-fr.err
root@process1:/sellermania/data/fr_FR/Marie ps aux |grep move
tomcat55 46646  0.1  0.0  26228  5400 ?        Agathe    17:08   0:00 /usr/bin/perl move_file_FR.pl
root     47213  0.0  0.0  12728  2176 pts/0    Agathe+   17:09   0:00 grep move
root@process1:/sellermania/data/fr_FR/Marie cat /run/s3-move-file-fr.pid
46640

il semble que le pid ne soit pas ecrit correctement dans /run/s3-move-file-fr.pid
  ","2",True,False,False,"0"
"[ Recette - Colette ] - Alice libellé dans le message d'erreur","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Quand j’essaie de créer une fiche projet en associant une action qui n’existe pas, j’ai le message suivant :
Veuillez associer un acteur à ce projet Éléonore

Il est normal d'avoir un message d'erreur bloquant. En revanche celui affiché n'est pas explicite. Merci de le remplacer par:
Veuillez associer une association existante à ce projet Éléonore
  ","2",True,False,False,"3600"
"Susanne sur un des navigateurs","
  Bonjour,
 
Il a été remonté de nouveau un message d’erreur sur le navigateur Patricia pour accéder au site de l'Henri : voir le fichier joint.
 
De plus, l’URL de la page d’accueil se transforme comme déjà indiqué par Marianne : http://www.delaunay.net/explore/about.htm
 
Pas de problème constaté sur Marc.
 
Merci de votre retour.

Laetitia
  ","2",True,False,False,"1800"
"Léon","
  Bonjour,

de manière à conserver une machine pour les tests ""usa-alpc.si.ademe.intra"" et une machine poru la contribution ""int-ademe-alpc.integra.fr"", merci de copier l'ensemble du file system de SI vers Hugues ainsi que la base de données.
Clémence à effectuer le jeudi 10/08/2017 entre 12h et 14h.
La contribution sur ""usa-alpc.si.ademe.intra"" sera stoppée à 12h et reprendra sur ""int-ademe-alpc.integra.fr"" dès 14h30.
  ","1",False,False,True,"7200"
"[Recette - Colette] - Liste des cibles","
  Bonjour,

Lors de la recette, il a été relevé que la liste des cibles proposées n'est pas la bonne - voir point 3.2 du cahier des charges :

- la cible ""Paulette / salariés "" n'existe pas. Elle doit être remplacée par ""Paulette"".
- la cible ""Enfant / adolescent"" n'existe pas. Elle doit être remplacée par ""Paul"".

Merci de corriger ces intitulés.

Bien cordialement,
  ","2",True,False,False,"1800"
"Audrey Noël / Nath / Chantal : passage en tout Suzanne","
  Bonjour,

nous souhaitons passer tous les sites Noël (Noël / Nath / Chantal) en https de manière à être mieux référencé par Amélie.
Ce passage en https pose probablement de nombreux problèmes (iframe non affichées, widgets...).

Merci de réaliser un devis / planning / étude pour la migration en full https.

Martin
  ","1",False,False,False,"10800"
"Possibilité d'afficher une vidéo dans un diaporama","
  Bonjour,

nous souhaiterions pouvoir intégrer des vidéos dans les diaporamas Noël/Nath/Chantal.
Manon vous nous indiquer la faisabilité de cette demande ?

Merci
  ","2",False,False,False,"25200"
"Notre certicat Auguste n'est plus reconnu par la version la plus recente de Patricia","
  Certains de nos clients utilisant une version recente de chrome sont bloques sur notre site car Patricia ne reconnait plus nos http://clement.org/app/app/about.jsp

Quelle est votre recommendation ?
 
  ","2",True,False,False,"7200"
"Pb d'URL sous-rubrique Augustin","
  Bonjour,

Juliette sont fausses pour toutes les sous-rubriques ""Augustin"".

Georges

Cordialement,

Mathilde
  ","1",False,False,False,"36000"
"Mise en place de Célina Articles pour le site touslesbudgets.com","
  Mise en place de Célina Articles pour le site touslesbudgets.com
  ","2",False,False,False,"126000"
"[ Recette - Colette ] - visualisation de la zone description - liste à puces","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Grâce à l'éditeur de texte enrichi lors de la création du formulaire, il est possible de créer une liste à puces.
Lors de la publication de la fiche projet et de sa visualisation, les puces de la liste à puces disparaissent.
Est-il possible de les conserver?

Le test n'a pas pu être fait pour une liste numérotée (anomalie 15313)
Les autres formatages (gras, souligné, barré, italique etc) fonctionnent
  ","1",True,False,False,"900"
"[ Recette - Colette ] - editeur de texte enrichi - liste numérotée et link","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

1) Dans l'éditeur de texte enrichi présent sur le formulaire d'une fiche projet, la fonctionnalité liste numérotée ne fonctionne pas.
Les autres fonctionnalités gras, italique, souligné, barré et liste à puces fonctionnent

2) Si on clique sur link, une boite de dialogue s'affiche. Il n'est alors plus possible de la fermer que ce soit en validant, en annulant. En appuyant sur la fermeture de la fenêtre  (croix), une boite de dialogue s'affiche ""Louise change. Océane to close the dialog?"". Malgré le choix OK, la boite de dialogue reste affichée. L'utilisateur est bloqué.

Merci de corriger ces 2 anomalies
  ","1",True,False,False,"3600"
"[Charles 2.1.2] Élise cleantemp","
  Bonjour,


Nous avons trouvé un problème dans les crons .

La ligne  ""find /var/lib/samba -name \""*.tmp\"" -o -name \""~*.*\"" -o -name \""*.~*\"" -o -fstype tmp -o -empty -type f -exec rm -f {} \\""
est à nouveau dans la table de cron d'intra2.

Alors qu'elle n'existait plus dans la 2.0.4 .
Stéphanie : 

#12932¶


Est-ce possible d'avoir un patch ?

Raymond
  ","1",True,False,False,"3600"
"[ Recette - Colette ] - pas d'autocomplétion sur laction associée d'une fiche projet","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :


1) il manque un ""e"" au libellé


2) Lors de la création d'une fiche projet, il n'y a pas d'autocomplétion dans le champs Madeleine associée
Pour lever le doute sur un paramétrage du poste ou la version du navigateur, j'ai refait le teste en me connectant avec le profil administrateur. En profil administrateur, l'autocomplétion fonctionne


3) La fiche projet peut être enregistré avec une action qui n'existe pas



Comme cette fiche n'est pas liée à une action, elle n'apparait pas dans la liste des fiches.

Merci de corriger ces 3 anomalies
 
  ","1",True,False,False,"3600"
"[ Recette - Colette ] - insertion d'une photo et d'une pièce jointe","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Il est impossible de joindre une photo ou une pièce jointe à une fiche projet. Lorsqu'on clique sur parcourir le message suivant apparait:


Ce problème n'est pas présent quand l'utilisateur est un administrateur, l'erreur apparait seulement pour un utilisateur authentifié (utilisateur moulincharles@orange.fr)

Merci de traiter cette anomalie.
  ","1",True,False,False,"3600"
"[ Recette - Colette ] - Léon","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Lorsque l'on effectue une recherche mutli-critères, en cochant par exemple pour ""Cibles"" : ""Agnès"" + ""Grand public"" :
le moteur de recherche va extraire les projets ciblés  ""Agnès"" ET ""Grand public"".
Nous souhaiterions que le moteur de recherche extrait les projets ciblés  ""Agnès"" OU ""Grand public"".
De manière à minimiser les recherche sans résultat alors qu'il existe des projets ciblés sur ""Etudiant"" ou sur ""Grand public""

Merci par avance de traiter cette anomalie.
  ","1",True,False,False,"3600"
"[ Recette - Colette ] - Jeanne d'une action","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

En se connectant avec un compte utilisateur créé pour la recette, il est impossible d'enregistrer une action.
Un message d'erreur indiquant ""Vous devez au moins renseigner une date"" apparaît au moment de demander la validation de l'action.

Merci de traiter cette anomalie afin que nous puissions poursuivre la recette de la livraison de l'espace discussion.
  ","2",True,False,True,"1800"
"[ Recette - Colette ] - André","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Après création d'une nouvelle fiche projet de test, intitulée "" Arthur fiche projet 2"", celle-ci n'apparaît pas dans l'espace discussions.
Cette fiche est uniquement accessible en back-office dans l'onglet ""Stéphane"". Par ailleurs, la fonctionnalité ""Julie"" fonctionne lorsque l'on accède à la fiche par ce biais.

Merci de traiter cette anomalie.
 
  ","2",True,False,False,"1800"
"[ Recette - Colette ] - Liste du critère ""Henriette""","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Liste du critère de recherce ""Henriette"".
Y a t il une liste prédéfinie de tags ? Et si oui, quels sont ils ?

Merci.
  ","1",False,False,False,"1800"
"[ Recette - Colette ] - Laetitia un commentaire","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Impossible d'enregistrer un commentaire sur une fiche projet.
Et par conséquent, impossible pour le porteur de projet de recevoir par mail la notification liée à la création d'un commentaire.

Merci de traiter cette anomalie.
 
  ","1",True,False,False,"1800"
"Indisponibilité d'ademe.fr depuis 15h30 environ","
  Bonjour,
Hortense depuis 15h30 environ. La page mouline mais n'affiche pas la homepage.
Merci de vérifier.
Josselin
  ","1",True,False,True,"900"
"[ Recette - Colette ] - Isaac ""Espace privé""","
  Bonjour,
Merci de corriger l'intitulé ""Espace privé"" dans le menu.
Bien cordialement,
  ","1",True,False,False,"900"
"[ Recette - Colette ] - Taille photo d'une fiche projet","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Lorsque l'on consulte une fiche projet, la taille de la photo associée est disproportionnée.
Une taille ""standard"" peut elle être pré-paramétrée pour s'ajuster à la page ? Avez vous des formats standards à nous préconiser ?

Merci de traiter cette anomalie.
  ","1",True,False,False,"1800"
"[ Recette - Colette] - Isaac critère de recherche ""Type de porteur""","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Bernard l'intitulé du critère de recherche ""Type de porteur"" par ""Type de porteur de projet"" ou à défaut (si cet intitulé est trop long) par ""Porteur de projet"".

Merci de traiter cette anomalie.
  ","1",True,False,False,"1800"
"[ Recette - Colette ] - Gilles ""Type de porteur""","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Liste des différents types de porteurs de projet pour critère de recherche "" Type de porteur""

En cliquant sur le critère ""Type de porteur"", la liste affichée contient la case ""54"". Attention à faire apparaître les intitulés indiqués dans le cahier des charges (point 3.3).

Pour rappel, la liste des différents types de porteurs de projet est la suivante :

	Administration / Richard / ONG
	Roland
	Etablissement d'éducation   
	Autre (hôpital, clinique, maison de retraite...)   
	Étienne 


Merci de traiter cette anomalie.
  ","1",True,False,False,"1800"
"[ Recette - Colette ] Antoine privé / Manon une action"" + ""Philippine une fiche projet""","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

Bernard l'ordre d'affichage et les intitulés des deux onglets existants ""Inscrire une action"" et ""Créer une fiche projet"".
En effet, une fiche projet étant rattaché à une action existante, il est nécessaire d'inscrire une action avant de créer une fiche projet.

Henri : ""1. Inscrire une action""
Margot : ""2. Créer une fiche projet par action""

Merci de traiter cette demande.
  ","1",False,False,False,"900"
"[ Recette - Colette ] Dominique","
  Bonjour,

Suite à la phase 1 de recettage de la livraison pour la création d'un espace discussion sur le site Frédérique, l'anomalie suivante a été relevée :

L'espace discussion rattaché à l'espace privé n'est pas visible dans le menu en mode hors connexion (voir capture d'écran ci-jointe).

La demande initiale inscrite dans le cachier des charges (2.2), indique que l'espace discussions (sous-catégorie de l'Simone privé) doit être visible dans le menu pour tout utilisateur (mode hors connexion à l'espace privé) (voir pièce-jointe).

En mode hors connexion, la page ""Simone discussions"" est une page de présentation de cet espace expliquant qu’il faut se connecter pour y accéder et interagir avec les autres porteurs de projet.

Merci de régler cette anomalie.
  ","2",True,False,False,"3600"
"Inès USA v2","
  Inès USA v2
  ","1",False,False,False,"864000"
"Inaccessibilité ademe.fr 02/08","
  Sur appel de Élisabeth ce jour, nous constatons le conportement qu'il nous raporte :
- Il est impossible d'accéder à  http://www.mary.com/blog/author.jsp Une redirection est effectué vers http://www.moulin.com/author/ à http://www.benard.fr/blog/explore/privacy.htm intervient suite à ces erreurs et conduit aussi vers une erreur empêchant la navigation.

Nous avons confirmé à Élisabeth que ces problèmes ne proviennent pas d'un déploiement en cours et qu'aucune modification du module gérant les redirection http vers https du site n'a été opéré.
Élisabeth nous signame que ces anomies vont être étudier par Daniel et Hugues.


Après plusieurs minutes, le site est de nouveau disponible sur https://daniel.org/tags/list/index.php","1",False,False,False,"1800"
"Dorothée cassés vers le ministère","
  Bonjour,

suite au changement de nom du ministère, nous avons de nombreux liens cassés sur le site Monique.
Célina a procédé à l'analyse complète du site et a récupéré la liste de l'ensemble des liens morts (contenus, assets...).

En vous fournissant ces listes et le lien du nouveau ministère, pouvez vous requêter directement en base de données pour la mise à jour ?

Merci pour votre réponse.
  ","2",False,False,False,"72000"
"Hortense: Possible problems with 'px4-300r-THY9LT' device (125)","
  he amount of free space on your 'Zacharie' volume is below 10% of capacity.

Device Information: 192.31.218.107, 192.52.195.12176, Mathilde px4-300r, I00D0B80F5A21

  ","1",False,False,False,"1200"
"tests pprod-internet","
  Bonjour,

Suite à vos recommandation, je suis donc passé par le site non-recommandé pour ouvrir la page, pour l'ouvrir aucun problème, je tombe bien sur la page d'accueil Diane pour consulter les DianeC. Le problème est que je ne peux pas me connecter avec mes droits administrateur pour tester l'insertion d'un Diane sur le site. Je vous transmets donc en Richard, les captures d'écran effectuées, lorsque je me connecte avec mes droits.

Bien Raymond.
  ","1",False,False,True,"3600"
"tests internet","
  Bonjour,

Il m'est impossible d'ouvrir le lien pprod-bo internet et donc d'effectuer les tests.
Veuillez trouver ma capture d'écran pour le message d'erreur.

Raymond,
Margaret.
  ","1",False,False,True,"3600"
"Thierry","
  Thierry
  ","1",False,False,False,"0"
"Evolution du flux Laetitia","
  Antoine:

Pour qu'une région remonte dans le filtre ""Localisation"", il faut la présence de contenus et qu'ils soient indexés dans Richard

Depuis fin juin les ressources du flux Laetitia sont taguées avec les nouvelles régions, et n'ont pas tous les contenus, et donc ne remontent pas dans le filtre ""Localisation"".
Côté Josette, les développements basés sur un flux Laetitia (suivant l'ip: 192.0.14.185:8091), avaient pour but de faire le matching entre les anciennes régions et les nouvelles, au niveau de l'affichage du filtre ""Localisation"".

Luc en recevabilité et préprod.
Le passage en production de plusieurs tickets a nécessité une réindexation des contenus, dont l'indexation du contenu des nouvelles régions, d'où l'absence des régions dans le filtre en prod (excepté quelques contenus tagués avec les anciennes régions).

Les développements ne sont pas en cause, mais bien la réindexation qui a actionné des mises à jours de contenu dans le flux Laetitia (sans en avoir eu connaissance), le flux de prod étant différent de celui sur lequel Josette s'est basé.

Aujourd'hui sur nos environnements nous avons toujours l'ancien flux, nous avons donc besoin du nouveau flux (de prod).

 
  ","1",False,False,False,"0"
"Remettre page RémyAdélaïde","
  Remettre page RémyAdélaïde
  ","1",False,False,False,"0"
"Noémi : Bernadette 07/2017","
  Brigitte mois de Juillet
  ","1",False,False,False,"5400"
"pb affichage bloc auto-promo contact","
  Bonjour,

Les blocs auto-promo de type contact ne s'affichent pas correctement :
* le lien vers le mail ne fonctionne pas (il n'est pas récupéré par le système alors que cette information est bien renseignée).
* les informations tel que la spécialité n'apparaissent https://devaux.com/

Sur cette page un bloc auto-promo qui contient 3 contenus contacts hors organigramme et 1 contenu contrat organigramme.

 
  ","1",False,False,False,"36000"
"Lenteurs sauvegarde Manon infrastructure actuelle Victoire Claudine","
  Suite à son installation provisoire dans les bungalows, le Alexandrie du Honoré rencontre des problèmes de lenteurs conséquentes lors des sauvegardes.
Vous demande votre concours pour identifier le problème et la solution curative à mettre en place.

Extrait du ticket du bord:
""Bonjour,
Nous constatons actuellement de grosses lenteurs de sauvegarde Martin.
Ces sauvegardes sont estimés à environs 5 Andrée/s alors qu'elles devraient être de l'ordre de 40 Andrée/s (selon Christiane).
Nous sommes actuellement sur la version de Martin 5.2.6.
Peut-être une évolution de version améliorerait le debit ?""
  ","2",False,False,True,"28800"
"Adèle dans les paquets après migration en 2.1.2","
  Bonjour,

après avoir effectuée la Charles il apparait que la version de 6 packets présents sur le batiment n'est pas conforme à celle attendue.


libtalloc2:amd64                     2.0.7+git20120207-1          
libtdb1:amd64                        Thomas-2                     
libtevent0:amd64                     0.9.16-1                     
python-talloc                        2.0.7+git20120207Auguste-tdb                           Thomas-2                     
tdb-tools                            Thomas-2                   

après contrôle les batiments en 2.0.4 à jour à partir du dépot resigné en janvier (ticket 11871) sont dans la même situation.
Cet écart bloque la validation définitive de la Charles et donc la suite des migrations des bords en 2.1.2. 

Cordialement
  ","1",True,False,True,"3600"
"Lenteur accès et utilisation compta nouveau serveur","
  Bonjour,
Marcel (ip 169.248.205.159) et Nath (ip: 198.50.72.78) on des lenteurs d'accès et d'utilisation lors de la saisie d'écriture (+ de 5 secondes pour l'enregistrement).
Margaret (ip : 123.159.144.30) fonctionne corectement.
IP du nouveau serveur compta : 192.31.222.159.

Avant il n'y avait pas de lenteur avec l'ancien serveur SAGE (Véronique) qui est actuellement éteint.
Le technicien d'André souhaite vérifier des éléments techniques concernant notre réseau. (numero de tel : 192.31.197.163.06).

cordialement,
Grégoire
  ","1",False,False,False,"3600"
"des erreurs à l'affichage du back office Véronique","
  Bonjour,
Depuis plusieurs semaines des erreurs apparaissent lorsque je me connecte en back office. Le volume de ces ererur ne fait qu'augmenter :https://couturier.net/tags/login/
Merci de corriger le problème.
josselin
  ","1",True,False,False,"36000"
"Modification critères et nombre des documents affichés dans le flux Thérèse des publications de l'Henri ","
  Bonjour,
Le flux Thérèse des publications de l'Henri est trop lourd et les documents affichés mal critérisés : https://www.jean.net/search/homepage/
Merci de modifier l'affichage du flux pour qu'apparaissent seulement :

1. les documents répondant aux critères :

	    Laurent Renée nouveau Marcelle ou Renée mis à jour Marcelle
	    langue (Alfred) = Thibault
	    date du jour = ADM_DATMEL ou Jacqueline

2. les 50 premiers documents.

Merci.

Marianne
  ","1",False,False,False,"14400"
"Problème de lien renvoyant sur la page d'accueil","
  Bonjour,

Certains liens de projets lauréat IA renvoient vers la page d'accueil au lieu d'aller sur la fiche concernée comme par exemple :
- Colette : http://leconte.fr/faq/
- Jules : https://de.com/

Merci
  ","2",True,False,False,"3600"
"***** Benoît *****  Notification Type: Marianne  Service: load_average Host: process1 Address: 203.2.199.34 Michel  Date/Marc: Lorraine 19 13:57:24 Patrick 2017  Frédérique:  Laurence usage Laurence critical 47.66","
  ***** Benoît *****

Notification Type: Marianne

Service: load_average
Host: process1
Sabine: 203.2.199.34
Marc/Marc: Lorraine 19 13:57:24 Patrick 2017

Additional Info:

Laurence usage Laurence critical 47.66




Suite a notre deploiement du 18 juillet, la machine pricing est constament en alerte sur le load average.

Nous avons evalue que cette charge etait tolerable.
Il faudrait donc relever le niveau d'alerte dans Benjamin.
Il semble qu'on soit a 16 pour Margaud et 20 pour Danielle, je propose 25 pour Grégoire et 30 pour Danielle.



  ","1",False,False,False,"3600"
"[Sébastien] ** Marianne Maggie: web1/Disk_Usage is WARNING **","
  ***** Benoît *****

Notification Type: Marianne

Service: Marine: web1
Jean 192.52.251.167
Laetitia: Marthe

Date/Marc: Michelle 18 15:59:44 Patrick 2017

Additional Info:

warning root - 09% free (1.80 Alexandrie)
  ","1",False,False,False,"3600"
"Susanne erreur Alexandria sur fiche ressource médiathèque","
  Bonjour,
La semaine dernière a été mis en ligne un rapport sur la médiathèque. La consultation de sa fiche donne lieu à des erreurs : https://www.andre.fr/terms.html
Voilà l'url de la fiche : http://www.pruvost.com/
Merci de solutionner le problème.
Raymond,
Marianne
  ","1",False,False,True,"3600"
"Anouk carnet d'adresse partages : anuaire disparue","
  Bonjour,
Adrienne LAMBERT n'as plus la liste canet d'adresse partages : anuaire

Raymond,
Grégoire
  ","1",False,False,False,"1200"
"[Sébastien] ** Marianne Maggie: preprod2/PPR-Benjamin WARNING **","
  



***** Benoît *****

Notification Type: Marianne

Service: PPR-Marine: preprod2
Sabine: 192.88.97.113
Dorothée Marthe

Date/Marc: Mon Jul 17 09:33:46 Patrick 2017

Frédérique:

warning root - 13% free (2.41 Alexandrie)
 



 


 







	
		
			
		
	






  ","1",False,False,False,"3600"
"Michel - Le style ""Mis en avant"" ne fonctionne pas","
  Bonjour,

Lorsque je sélectionne ""Mis en avant"" dans le style de bloc, l'édito est bien modifié dans le back :http://www.chauveau.com/

Il n'y a par contre aucun style appliqué lorsque la page est publiée :https://humbert.fr/blog/blog/index/

Merci
  ","2",True,False,False,"3600"
